seed,split_id,feature_set,train_index_hash,test_index_hash,model_family,model,cutoff_rule,training_derived_cutoff_value,transfer_strategy,selected_hyperparameters,frozen_layers,learning_rate,training_epochs,run_status,elapsed_seconds,r2,mape_pct,rmse,rmse_q3,rmse_q3_iqr2,mae,median_ae,mean_error,underestimation_rate,n_rmse_q3,n_rmse_q3_iqr2,classifier_precision,classifier_recall,classifier_f1,train_low_count,train_high_count,test_true_low_count,test_true_high_count,test_predicted_low_count,test_predicted_high_count
50,seed_50,C_physical_quantity,40b42e284f01a5eeb6ec565897cb8c11457212b8abe1ee44c9946fb62c40a791,acdff9f7fc5bca71331b585d4aa02c27d84655a7488d09bf6671a57fa2574e65,single,CatBoost,,,,"{""depth"": 6, ""iterations"": 600, ""learning_rate"": 0.03}",[],,{},complete,37.783275500001764,0.8066829153956193,26.932926587231222,52202.2954014067,90825.34454576255,116125.13695458471,27996.20131663523,14578.34599573956,-9968.936037998634,0.4603174603174603,37,22,,,,,,,,,
50,seed_50,C_physical_quantity,40b42e284f01a5eeb6ec565897cb8c11457212b8abe1ee44c9946fb62c40a791,acdff9f7fc5bca71331b585d4aa02c27d84655a7488d09bf6671a57fa2574e65,single,XGBoost,,,,"{""learning_rate"": 0.03, ""max_depth"": 3, ""n_estimators"": 600}",[],,{},complete,7.601079799998843,0.8892997571304866,28.943611289582872,39502.880798734135,63529.06950620408,79520.99016190678,26940.118789418408,16688.473263125,-3234.6986167894424,0.49206349206349204,37,22,,,,,,,,,
50,seed_50,C_physical_quantity,40b42e284f01a5eeb6ec565897cb8c11457212b8abe1ee44c9946fb62c40a791,acdff9f7fc5bca71331b585d4aa02c27d84655a7488d09bf6671a57fa2574e65,single,Monotonic GBM,,,,"{""learning_rate"": 0.03, ""max_depth"": 7, ""n_estimators"": 300}",[],,{},complete,2.0826648000002024,0.8094742622461957,35.73257869013667,51824.04495653611,83271.19182267252,104596.00919340366,32016.764757841516,19588.83991078206,-6737.083210708243,0.48412698412698413,37,22,,,,,,,,,
50,seed_50,C_physical_quantity,40b42e284f01a5eeb6ec565897cb8c11457212b8abe1ee44c9946fb62c40a791,acdff9f7fc5bca71331b585d4aa02c27d84655a7488d09bf6671a57fa2574e65,single,ANN,,,,"{""activation"": ""relu"", ""batch_size"": 64, ""hidden_layer_sizes"": [64], ""learning_rate_init"": 0.05}",[],0.05,"{""final_iterations"": 128}",complete,30.703531099999964,0.8007500006459056,27.73470590941875,52997.287937264926,91148.25103581438,115003.97986513464,30208.4717465774,16346.9779541694,-5042.178919659525,0.48412698412698413,37,22,,,,,,,,,
50,seed_50,C_physical_quantity,40b42e284f01a5eeb6ec565897cb8c11457212b8abe1ee44c9946fb62c40a791,acdff9f7fc5bca71331b585d4aa02c27d84655a7488d09bf6671a57fa2574e65,two_stage_no_tl,"Two-stage, no transfer",Mean,146587.48120233486,,"{""ann"": {""activation"": ""relu"", ""batch_size"": 32, ""layers"": [128, 64], ""lr"": 0.001}, ""svm"": {""C"": 10, ""gamma"": ""auto"", ""kernel"": ""rbf""}}",[],0.001,"{""high"": 198, ""low"": 67}",complete,41.85313489999862,0.8520566288523314,26.562807515456743,45666.97416214632,78568.37627255582,99598.75238726735,26637.240969890205,16252.482592266686,-2182.37708264299,0.46825396825396826,37,22,0.875,0.8571428571428571,0.865979381443299,165.0,128.0,77.0,49.0,78.0,48.0
50,seed_50,C_physical_quantity,40b42e284f01a5eeb6ec565897cb8c11457212b8abe1ee44c9946fb62c40a791,acdff9f7fc5bca71331b585d4aa02c27d84655a7488d09bf6671a57fa2574e65,two_stage_tl_exploratory,"Two-stage, transfer",Mean,146587.48120233486,Conservative,"{""ann"": {""activation"": ""relu"", ""batch_size"": 32, ""layers"": [128, 64], ""lr"": 0.001}, ""strategy"": {""lr"": 0.001, ""trainable_hidden"": 0}, ""svm"": {""C"": 10, ""gamma"": ""auto"", ""kernel"": ""rbf""}}","[""dense_3"", ""dense_4""]",0.001,"{""high"": 200, ""low"": 67}",complete,26.648552800001198,0.7135859715766253,30.47673786638745,63540.64576654134,107866.54673558082,136499.39685968094,35397.1459888113,19442.37987060938,-8226.848307078732,0.4444444444444444,37,22,0.875,0.8571428571428571,0.865979381443299,165.0,128.0,77.0,49.0,78.0,48.0
50,seed_50,C_physical_quantity,40b42e284f01a5eeb6ec565897cb8c11457212b8abe1ee44c9946fb62c40a791,acdff9f7fc5bca71331b585d4aa02c27d84655a7488d09bf6671a57fa2574e65,two_stage_tl_exploratory,"Two-stage, transfer",Mean,146587.48120233486,Balanced,"{""ann"": {""activation"": ""relu"", ""batch_size"": 32, ""layers"": [128, 64], ""lr"": 0.001}, ""strategy"": {""lr"": 0.01, ""trainable_hidden"": 1}, ""svm"": {""C"": 10, ""gamma"": ""auto"", ""kernel"": ""rbf""}}","[""dense_3""]",0.01,"{""high"": 129, ""low"": 67}",complete,19.750832300000184,0.8213423030251673,27.372544571057173,50184.00838377838,87455.37580089933,110620.58187728807,29283.2437547418,17692.92909833497,-3431.2797643381873,0.47619047619047616,37,22,0.875,0.8571428571428571,0.865979381443299,165.0,128.0,77.0,49.0,78.0,48.0
50,seed_50,C_physical_quantity,40b42e284f01a5eeb6ec565897cb8c11457212b8abe1ee44c9946fb62c40a791,acdff9f7fc5bca71331b585d4aa02c27d84655a7488d09bf6671a57fa2574e65,two_stage_tl_exploratory,"Two-stage, transfer",Mean,146587.48120233486,Aggressive,"{""ann"": {""activation"": ""relu"", ""batch_size"": 32, ""layers"": [128, 64], ""lr"": 0.001}, ""strategy"": {""lr"": 0.05, ""trainable_hidden"": ""all""}, ""svm"": {""C"": 10, ""gamma"": ""auto"", ""kernel"": ""rbf""}}",[],0.05,"{""high"": 69, ""low"": 67}",complete,13.224287999999433,0.7204227119019764,28.233394489541325,62777.70362246501,111018.0006703319,141908.68764973528,32441.931219109487,16847.829104620585,-1567.3281068404353,0.47619047619047616,37,22,0.875,0.8571428571428571,0.865979381443299,165.0,128.0,77.0,49.0,78.0,48.0
50,seed_50,C_physical_quantity,40b42e284f01a5eeb6ec565897cb8c11457212b8abe1ee44c9946fb62c40a791,acdff9f7fc5bca71331b585d4aa02c27d84655a7488d09bf6671a57fa2574e65,two_stage_no_tl,"Two-stage, no transfer",Q3,177010.71696000002,,"{""ann"": {""activation"": ""relu"", ""batch_size"": 32, ""layers"": [128, 64], ""lr"": 0.001}, ""svm"": {""C"": 100, ""gamma"": ""auto"", ""kernel"": ""linear""}}",[],0.001,"{""high"": 14, ""low"": 33}",complete,13.952040599999236,0.7760964083873128,30.70859548547561,56180.42386108465,98510.80252303352,121700.4935475832,31247.98237313168,16360.088726941234,-7115.354403489086,0.40476190476190477,37,22,1.0,0.7837837837837838,0.8787878787878788,219.0,74.0,89.0,37.0,97.0,29.0
50,seed_50,C_physical_quantity,40b42e284f01a5eeb6ec565897cb8c11457212b8abe1ee44c9946fb62c40a791,acdff9f7fc5bca71331b585d4aa02c27d84655a7488d09bf6671a57fa2574e65,two_stage_tl_exploratory,"Two-stage, transfer",Q3,177010.71696000002,Conservative,"{""ann"": {""activation"": ""relu"", ""batch_size"": 32, ""layers"": [128, 64], ""lr"": 0.001}, ""strategy"": {""lr"": 0.001, ""trainable_hidden"": 0}, ""svm"": {""C"": 100, ""gamma"": ""auto"", ""kernel"": ""linear""}}","[""dense_3"", ""dense_4""]",0.001,"{""high"": 48, ""low"": 33}",complete,9.358847000001333,0.7653893926259596,30.381080052717053,57508.00520064057,101085.8952605581,126804.37227506946,30828.66550940984,14582.26922310107,-9470.92326593654,0.42063492063492064,37,22,1.0,0.7837837837837838,0.8787878787878788,219.0,74.0,89.0,37.0,97.0,29.0
