seed,split_id,feature_set,train_index_hash,test_index_hash,record_type,fold,cutoff_rule,transfer_strategy,fold_training_cutoff_value,base_epochs,high_epochs,frozen_layers,r2,mape_pct,rmse,rmse_q3,rmse_q3_iqr2,mae,median_ae,mean_error,underestimation_rate,n_rmse_q3,n_rmse_q3_iqr2,selection_rank
48,seed_48,C_physical_quantity,e9e1331b27f17b73295707f546e198a7a805e20e4e4c0ce431a42529e21c8740,1115fcdeb87f670a34953e9a399af07ab4d3812db875679a38639579782c77b2,fold,0,Mean,Conservative,129713.20652822626,91.0,200.0,"[""dense_3"", ""dense_4""]",0.5487463809704602,21.715702360411058,87115.55672692893,135754.704948853,180383.2195209874,41900.064463258146,23153.646526304165,-10987.669822411675,0.4489795918367347,34.0,19.0,
48,seed_48,C_physical_quantity,e9e1331b27f17b73295707f546e198a7a805e20e4e4c0ce431a42529e21c8740,1115fcdeb87f670a34953e9a399af07ab4d3812db875679a38639579782c77b2,fold,0,Mean,Balanced,129713.20652822626,91.0,4.0,"[""dense_3""]",0.5159946279223548,19.815822262886677,90221.58624112717,145748.03127006633,194536.92810767028,40535.49875068924,17156.699143591977,-20393.294329252483,0.5102040816326531,34.0,19.0,
48,seed_48,C_physical_quantity,e9e1331b27f17b73295707f546e198a7a805e20e4e4c0ce431a42529e21c8740,1115fcdeb87f670a34953e9a399af07ab4d3812db875679a38639579782c77b2,fold,0,Mean,Aggressive,129713.20652822626,91.0,51.0,[],0.7425916697186055,18.825464528389436,65795.57189653523,93387.43416718059,123526.63564644312,33173.297512973404,17331.985284100992,-5834.034654208996,0.5714285714285714,34.0,19.0,
48,seed_48,C_physical_quantity,e9e1331b27f17b73295707f546e198a7a805e20e4e4c0ce431a42529e21c8740,1115fcdeb87f670a34953e9a399af07ab4d3812db875679a38639579782c77b2,fold,0,Q3,Conservative,166422.24216000002,40.0,200.0,"[""dense_3"", ""dense_4""]",0.6915762276773199,17.95751067081851,72021.02364714147,116004.76949843348,149912.3186977252,36840.48525446237,16139.605944785384,-10884.949027569523,0.5408163265306123,34.0,19.0,
48,seed_48,C_physical_quantity,e9e1331b27f17b73295707f546e198a7a805e20e4e4c0ce431a42529e21c8740,1115fcdeb87f670a34953e9a399af07ab4d3812db875679a38639579782c77b2,fold,0,Q3,Balanced,166422.24216000002,40.0,1.0,"[""dense_3""]",0.615716336312221,24.776207397884843,80391.72149902694,116508.9183467126,132779.6806946522,46770.47743642575,17147.49546415166,13411.433515544742,0.5204081632653061,34.0,19.0,
48,seed_48,C_physical_quantity,e9e1331b27f17b73295707f546e198a7a805e20e4e4c0ce431a42529e21c8740,1115fcdeb87f670a34953e9a399af07ab4d3812db875679a38639579782c77b2,fold,0,Q3,Aggressive,166422.24216000002,40.0,6.0,[],0.5815626135494382,23.631705731811316,83888.14824569909,128337.77362789169,151352.84948207295,46252.74006808039,18824.64594310113,8437.122548841353,0.5,34.0,19.0,
48,seed_48,C_physical_quantity,e9e1331b27f17b73295707f546e198a7a805e20e4e4c0ce431a42529e21c8740,1115fcdeb87f670a34953e9a399af07ab4d3812db875679a38639579782c77b2,fold,0,Q3+IQR/2,Conservative,210765.22632000002,44.0,200.0,"[""dense_3"", ""dense_4""]",0.7566868552266067,15.924171340151648,63968.79257549404,103942.30556874117,135844.14463792605,31675.27129948585,12713.949125342348,-11247.482641044406,0.5306122448979592,34.0,19.0,
48,seed_48,C_physical_quantity,e9e1331b27f17b73295707f546e198a7a805e20e4e4c0ce431a42529e21c8740,1115fcdeb87f670a34953e9a399af07ab4d3812db875679a38639579782c77b2,fold,0,Q3+IQR/2,Balanced,210765.22632000002,44.0,198.0,"[""dense_3""]",0.7866887229237463,16.366838973911335,59895.235291324345,96693.65075659865,125800.64532585123,31127.73643329851,13259.491012833416,-6252.306129356059,0.5306122448979592,34.0,19.0,
48,seed_48,C_physical_quantity,e9e1331b27f17b73295707f546e198a7a805e20e4e4c0ce431a42529e21c8740,1115fcdeb87f670a34953e9a399af07ab4d3812db875679a38639579782c77b2,fold,0,Q3+IQR/2,Aggressive,210765.22632000002,44.0,26.0,[],0.5066468981387722,15.913272343321538,91088.65700732534,151409.0219275204,200520.6843323632,35868.82924025289,12455.076121124468,-23040.400737827535,0.5510204081632653,34.0,19.0,
48,seed_48,C_physical_quantity,e9e1331b27f17b73295707f546e198a7a805e20e4e4c0ce431a42529e21c8740,1115fcdeb87f670a34953e9a399af07ab4d3812db875679a38639579782c77b2,fold,1,Mean,Conservative,149671.820928,39.0,200.0,"[""dense_3"", ""dense_4""]",0.7487490059088123,43.75531528005349,47138.485871194556,81702.48876498544,95492.82400475518,31066.98738849814,16254.176819881744,-1404.9766059431843,0.5,16.0,11.0,
48,seed_48,C_physical_quantity,e9e1331b27f17b73295707f546e198a7a805e20e4e4c0ce431a42529e21c8740,1115fcdeb87f670a34953e9a399af07ab4d3812db875679a38639579782c77b2,fold,1,Mean,Balanced,149671.820928,39.0,1.0,"[""dense_3""]",0.6900473807965719,46.47151847247098,52356.353274236724,79380.46087222846,90474.87302610364,34792.721263532825,22757.806867652776,3715.0532070825575,0.4897959183673469,16.0,11.0,
48,seed_48,C_physical_quantity,e9e1331b27f17b73295707f546e198a7a805e20e4e4c0ce431a42529e21c8740,1115fcdeb87f670a34953e9a399af07ab4d3812db875679a38639579782c77b2,fold,1,Mean,Aggressive,149671.820928,39.0,1.0,[],0.5074542038660934,42.685162340316126,66000.16822386338,152116.0386244731,180626.73947034098,35342.05242935422,15344.008206617946,-20536.87266375364,0.6020408163265306,16.0,11.0,
48,seed_48,C_physical_quantity,e9e1331b27f17b73295707f546e198a7a805e20e4e4c0ce431a42529e21c8740,1115fcdeb87f670a34953e9a399af07ab4d3812db875679a38639579782c77b2,fold,1,Q3,Conservative,180676.1142,54.0,78.0,"[""dense_3"", ""dense_4""]",0.792867149923341,44.83101385414945,42800.24200083448,84202.80504582419,97478.68635508379,24545.472164392035,11459.750674309238,-4352.381317783236,0.5510204081632653,16.0,11.0,
48,seed_48,C_physical_quantity,e9e1331b27f17b73295707f546e198a7a805e20e4e4c0ce431a42529e21c8740,1115fcdeb87f670a34953e9a399af07ab4d3812db875679a38639579782c77b2,fold,1,Q3,Balanced,180676.1142,54.0,2.0,"[""dense_3""]",0.46102543156189546,65.35533632339222,69040.80886912784,88640.01273181083,76574.46584422185,30149.59160356517,11987.386625337502,12995.381122412182,0.5,16.0,11.0,
48,seed_48,C_physical_quantity,e9e1331b27f17b73295707f546e198a7a805e20e4e4c0ce431a42529e21c8740,1115fcdeb87f670a34953e9a399af07ab4d3812db875679a38639579782c77b2,fold,1,Q3,Aggressive,180676.1142,54.0,4.0,[],0.47203504871112,49.98976253537472,68332.0233550217,152103.5104853194,182015.24896748783,33635.89879548868,12027.867916240073,-16935.099554845696,0.6122448979591837,16.0,11.0,
48,seed_48,C_physical_quantity,e9e1331b27f17b73295707f546e198a7a805e20e4e4c0ce431a42529e21c8740,1115fcdeb87f670a34953e9a399af07ab4d3812db875679a38639579782c77b2,fold,1,Q3+IQR/2,Conservative,227570.65866000002,33.0,200.0,"[""dense_3"", ""dense_4""]",0.8462489974663672,46.612958897294185,36874.88820006468,58830.2434132435,68392.55325691483,20793.991049377288,10421.919353676676,768.4783787479023,0.5714285714285714,16.0,11.0,
48,seed_48,C_physical_quantity,e9e1331b27f17b73295707f546e198a7a805e20e4e4c0ce431a42529e21c8740,1115fcdeb87f670a34953e9a399af07ab4d3812db875679a38639579782c77b2,fold,1,Q3+IQR/2,Balanced,227570.65866000002,33.0,2.0,"[""dense_3""]",0.6895420535087355,56.39782915140461,52399.015148419734,68462.63338899145,80380.4074040789,23661.565701625354,10587.41779722886,8638.002949434916,0.5408163265306123,16.0,11.0,
48,seed_48,C_physical_quantity,e9e1331b27f17b73295707f546e198a7a805e20e4e4c0ce431a42529e21c8740,1115fcdeb87f670a34953e9a399af07ab4d3812db875679a38639579782c77b2,fold,1,Q3+IQR/2,Aggressive,227570.65866000002,33.0,2.0,[],0.5190018215037429,62.77729296148914,65221.900565959724,84368.30307685873,99984.16380749078,26699.974959521165,10527.15300195841,12907.511374541238,0.5306122448979592,16.0,11.0,
48,seed_48,C_physical_quantity,e9e1331b27f17b73295707f546e198a7a805e20e4e4c0ce431a42529e21c8740,1115fcdeb87f670a34953e9a399af07ab4d3812db875679a38639579782c77b2,fold,2,Mean,Conservative,147885.06397002103,27.0,200.0,"[""dense_3"", ""dense_4""]",0.6475512661817879,37.62568366344691,48666.40952606551,72164.68625701866,89900.31663560061,34138.289522935476,23608.837595537887,3767.208414321331,0.3711340206185567,20.0,12.0,
48,seed_48,C_physical_quantity,e9e1331b27f17b73295707f546e198a7a805e20e4e4c0ce431a42529e21c8740,1115fcdeb87f670a34953e9a399af07ab4d3812db875679a38639579782c77b2,fold,2,Mean,Balanced,147885.06397002103,27.0,1.0,"[""dense_3""]",0.4668973636650656,43.42267201022174,59853.11311981616,76877.35532757714,86454.23226991206,42457.98658444433,25746.361805680033,15352.449801207616,0.32989690721649484,20.0,12.0,
48,seed_48,C_physical_quantity,e9e1331b27f17b73295707f546e198a7a805e20e4e4c0ce431a42529e21c8740,1115fcdeb87f670a34953e9a399af07ab4d3812db875679a38639579782c77b2,fold,2,Mean,Aggressive,147885.06397002103,27.0,53.0,[],0.7405873432792901,33.27290848024768,41751.96403555744,68951.48794998445,84784.2332341526,27671.885651714936,18433.41757830695,-1173.709173127896,0.422680412371134,20.0,12.0,
48,seed_48,C_physical_quantity,e9e1331b27f17b73295707f546e198a7a805e20e4e4c0ce431a42529e21c8740,1115fcdeb87f670a34953e9a399af07ab4d3812db875679a38639579782c77b2,fold,2,Q3,Conservative,177670.06110000002,73.0,200.0,"[""dense_3"", ""dense_4""]",0.7948957321704365,24.791109065643887,37125.18937655951,53236.05364170976,51042.036555079954,25737.773748122032,17188.053945613938,5838.232460201451,0.41237113402061853,20.0,12.0,
48,seed_48,C_physical_quantity,e9e1331b27f17b73295707f546e198a7a805e20e4e4c0ce431a42529e21c8740,1115fcdeb87f670a34953e9a399af07ab4d3812db875679a38639579782c77b2,fold,2,Q3,Balanced,177670.06110000002,73.0,18.0,"[""dense_3""]",0.8226556290891991,23.21682400250296,34521.529808687126,53663.20094551706,59475.29450114433,23649.603642918995,15331.982376024564,4638.842256335046,0.41237113402061853,20.0,12.0,
48,seed_48,C_physical_quantity,e9e1331b27f17b73295707f546e198a7a805e20e4e4c0ce431a42529e21c8740,1115fcdeb87f670a34953e9a399af07ab4d3812db875679a38639579782c77b2,fold,2,Q3,Aggressive,177670.06110000002,73.0,1.0,[],0.15876365063773357,34.76886798380395,75186.58233001293,122982.77495661817,126952.50585971169,45744.22920629088,17267.226585938028,32085.05397717102,0.35051546391752575,20.0,12.0,
48,seed_48,C_physical_quantity,e9e1331b27f17b73295707f546e198a7a805e20e4e4c0ce431a42529e21c8740,1115fcdeb87f670a34953e9a399af07ab4d3812db875679a38639579782c77b2,fold,2,Q3+IQR/2,Conservative,224460.30141000001,33.0,137.0,"[""dense_3"", ""dense_4""]",0.867599618639313,24.73731102962467,29828.12449390802,38158.89003760579,43806.51334974641,22117.469386846198,16231.615570727896,3781.861010626259,0.35051546391752575,20.0,12.0,
48,seed_48,C_physical_quantity,e9e1331b27f17b73295707f546e198a7a805e20e4e4c0ce431a42529e21c8740,1115fcdeb87f670a34953e9a399af07ab4d3812db875679a38639579782c77b2,fold,2,Q3+IQR/2,Balanced,224460.30141000001,33.0,1.0,"[""dense_3""]",0.8754429526589802,24.40593201214049,28931.13563310346,35351.891998992774,40503.836058840185,21296.86549824126,15955.292037634688,2654.3114457307415,0.3711340206185567,20.0,12.0,
48,seed_48,C_physical_quantity,e9e1331b27f17b73295707f546e198a7a805e20e4e4c0ce431a42529e21c8740,1115fcdeb87f670a34953e9a399af07ab4d3812db875679a38639579782c77b2,fold,2,Q3+IQR/2,Aggressive,224460.30141000001,33.0,2.0,[],0.4620791053777661,29.76665620460498,60122.9852273527,109049.55608924049,134398.7143813136,34983.64582254366,16675.428937778634,19779.263641529207,0.31958762886597936,20.0,12.0,
48,seed_48,C_physical_quantity,e9e1331b27f17b73295707f546e198a7a805e20e4e4c0ce431a42529e21c8740,1115fcdeb87f670a34953e9a399af07ab4d3812db875679a38639579782c77b2,aggregate,,Q3+IQR/2,Balanced,,,,,0.7838912430304873,32.39020004581881,47075.128690949176,66836.05871486096,82228.29626292344,,,,,,,1.0
48,seed_48,C_physical_quantity,e9e1331b27f17b73295707f546e198a7a805e20e4e4c0ce431a42529e21c8740,1115fcdeb87f670a34953e9a399af07ab4d3812db875679a38639579782c77b2,aggregate,,Q3+IQR/2,Conservative,,,,,0.8235118237774289,29.091480422356835,43557.26842315558,66977.1463398635,82681.07041486244,,,,,,,2.0
48,seed_48,C_physical_quantity,e9e1331b27f17b73295707f546e198a7a805e20e4e4c0ce431a42529e21c8740,1115fcdeb87f670a34953e9a399af07ab4d3812db875679a38639579782c77b2,aggregate,,Q3,Conservative,,,,,0.7597797032570325,29.193211196870617,50648.81834151182,84481.20939532248,99477.68053596298,,,,,,,3.0
48,seed_48,C_physical_quantity,e9e1331b27f17b73295707f546e198a7a805e20e4e4c0ce431a42529e21c8740,1115fcdeb87f670a34953e9a399af07ab4d3812db875679a38639579782c77b2,aggregate,,Q3,Balanced,,,,,0.6331324656544385,37.78278924126001,61318.0200589473,86270.71067468017,89609.81368000613,,,,,,,4.0
48,seed_48,C_physical_quantity,e9e1331b27f17b73295707f546e198a7a805e20e4e4c0ce431a42529e21c8740,1115fcdeb87f670a34953e9a399af07ab4d3812db875679a38639579782c77b2,aggregate,,Mean,Conservative,,,,,0.6483488843536868,34.36556710130382,60973.48404139633,96540.62665695237,121925.4533871144,,,,,,,5.0
