seed,split_id,feature_set,train_index_hash,test_index_hash,record_type,fold,cutoff_rule,transfer_strategy,fold_training_cutoff_value,base_epochs,high_epochs,frozen_layers,r2,mape_pct,rmse,rmse_q3,rmse_q3_iqr2,mae,median_ae,mean_error,underestimation_rate,n_rmse_q3,n_rmse_q3_iqr2,selection_rank
50,seed_50,A_all_21,40b42e284f01a5eeb6ec565897cb8c11457212b8abe1ee44c9946fb62c40a791,acdff9f7fc5bca71331b585d4aa02c27d84655a7488d09bf6671a57fa2574e65,fold,0,Mean,Conservative,151424.40095776474,98.0,35.0,"[""dense_3"", ""dense_4""]",0.8406242152801442,16.592533666038907,33264.413667035216,57142.13801325648,69066.51568953761,22602.699669315625,14404.827154259649,-5701.74766684597,0.5102040816326531,24.0,16.0,
50,seed_50,A_all_21,40b42e284f01a5eeb6ec565897cb8c11457212b8abe1ee44c9946fb62c40a791,acdff9f7fc5bca71331b585d4aa02c27d84655a7488d09bf6671a57fa2574e65,fold,0,Mean,Balanced,151424.40095776474,98.0,17.0,"[""dense_3""]",0.9268462543577489,13.803758504783412,22536.5269446958,32852.21645456241,39067.86226320676,15817.499180776904,9928.666890958455,-496.4342209552468,0.5306122448979592,24.0,16.0,
50,seed_50,A_all_21,40b42e284f01a5eeb6ec565897cb8c11457212b8abe1ee44c9946fb62c40a791,acdff9f7fc5bca71331b585d4aa02c27d84655a7488d09bf6671a57fa2574e65,fold,0,Mean,Aggressive,151424.40095776474,98.0,12.0,[],0.8902788664734685,16.29351026188226,27600.30285443044,35354.80493582024,39997.13302639503,19823.97354822122,14404.827154259649,3174.729493735812,0.47959183673469385,24.0,16.0,
50,seed_50,A_all_21,40b42e284f01a5eeb6ec565897cb8c11457212b8abe1ee44c9946fb62c40a791,acdff9f7fc5bca71331b585d4aa02c27d84655a7488d09bf6671a57fa2574e65,fold,0,Q3,Conservative,177350.23728,22.0,200.0,"[""dense_3"", ""dense_4""]",0.9198776176994977,22.960826591167084,23585.529550954492,32520.49729460935,30233.07224776746,18699.878902216577,14508.237275771804,3434.3667946634323,0.41836734693877553,24.0,16.0,
50,seed_50,A_all_21,40b42e284f01a5eeb6ec565897cb8c11457212b8abe1ee44c9946fb62c40a791,acdff9f7fc5bca71331b585d4aa02c27d84655a7488d09bf6671a57fa2574e65,fold,0,Q3,Balanced,177350.23728,22.0,9.0,"[""dense_3""]",0.9159684414011581,22.677103901921665,24154.047394838894,34181.978923805684,36099.653698655544,17958.65011001845,13276.526531854106,5233.103532501921,0.3979591836734694,24.0,16.0,
50,seed_50,A_all_21,40b42e284f01a5eeb6ec565897cb8c11457212b8abe1ee44c9946fb62c40a791,acdff9f7fc5bca71331b585d4aa02c27d84655a7488d09bf6671a57fa2574e65,fold,0,Q3,Aggressive,177350.23728,22.0,118.0,[],0.8990951327895855,23.313998824954634,26468.22161825987,40580.353366036354,44845.601940329805,19986.5950941647,14677.103677288702,532.0829766453544,0.46938775510204084,24.0,16.0,
50,seed_50,A_all_21,40b42e284f01a5eeb6ec565897cb8c11457212b8abe1ee44c9946fb62c40a791,acdff9f7fc5bca71331b585d4aa02c27d84655a7488d09bf6671a57fa2574e65,fold,0,Q3+IQR/2,Conservative,221325.18768,31.0,145.0,"[""dense_3"", ""dense_4""]",0.9375167986426365,16.46617367329152,20828.13294482496,32341.025947550977,33807.064817593404,14962.599355071929,10702.212066290067,2623.3175045499033,0.40816326530612246,24.0,16.0,
50,seed_50,A_all_21,40b42e284f01a5eeb6ec565897cb8c11457212b8abe1ee44c9946fb62c40a791,acdff9f7fc5bca71331b585d4aa02c27d84655a7488d09bf6671a57fa2574e65,fold,0,Q3+IQR/2,Balanced,221325.18768,31.0,43.0,"[""dense_3""]",0.8973021284301975,16.760660541936083,26702.34643731741,46754.953831431536,55885.55076315274,15981.064566317955,10218.407366304018,6102.898516606494,0.3877551020408163,24.0,16.0,
50,seed_50,A_all_21,40b42e284f01a5eeb6ec565897cb8c11457212b8abe1ee44c9946fb62c40a791,acdff9f7fc5bca71331b585d4aa02c27d84655a7488d09bf6671a57fa2574e65,fold,0,Q3+IQR/2,Aggressive,221325.18768,31.0,16.0,[],0.928031952344344,16.628438513066943,22353.14140188986,36260.67903826794,38636.724780506745,15690.389535534552,10817.478939227305,2086.388435247343,0.40816326530612246,24.0,16.0,
50,seed_50,A_all_21,40b42e284f01a5eeb6ec565897cb8c11457212b8abe1ee44c9946fb62c40a791,acdff9f7fc5bca71331b585d4aa02c27d84655a7488d09bf6671a57fa2574e65,fold,1,Mean,Conservative,140545.69025499548,84.0,52.0,"[""dense_3"", ""dense_4""]",0.592048649049207,20.76069631295275,76283.25358295867,162419.64051170257,193766.48163846484,33700.55105225818,20212.614257319423,-13337.61889238457,0.41836734693877553,20.0,14.0,
50,seed_50,A_all_21,40b42e284f01a5eeb6ec565897cb8c11457212b8abe1ee44c9946fb62c40a791,acdff9f7fc5bca71331b585d4aa02c27d84655a7488d09bf6671a57fa2574e65,fold,1,Mean,Balanced,140545.69025499548,84.0,4.0,"[""dense_3""]",0.7658681569870727,19.675602954491456,57790.341662521634,119150.51441654091,142049.0052782122,28866.390127383544,16953.74504861422,-7518.496425656122,0.3979591836734694,20.0,14.0,
50,seed_50,A_all_21,40b42e284f01a5eeb6ec565897cb8c11457212b8abe1ee44c9946fb62c40a791,acdff9f7fc5bca71331b585d4aa02c27d84655a7488d09bf6671a57fa2574e65,fold,1,Mean,Aggressive,140545.69025499548,84.0,17.0,[],0.816738289209302,20.521743249201748,51128.24532937896,102761.62321586006,118928.84524981564,29701.27481402194,14990.313268377766,-10384.992028926687,0.46938775510204084,20.0,14.0,
50,seed_50,A_all_21,40b42e284f01a5eeb6ec565897cb8c11457212b8abe1ee44c9946fb62c40a791,acdff9f7fc5bca71331b585d4aa02c27d84655a7488d09bf6671a57fa2574e65,fold,1,Q3,Conservative,183786.1344,59.0,200.0,"[""dense_3"", ""dense_4""]",0.8785315539577159,15.258398332182674,41625.240710345905,85186.59503935232,100998.9190913914,20319.926136567992,10109.80036337227,-8328.478009029834,0.46938775510204084,20.0,14.0,
50,seed_50,A_all_21,40b42e284f01a5eeb6ec565897cb8c11457212b8abe1ee44c9946fb62c40a791,acdff9f7fc5bca71331b585d4aa02c27d84655a7488d09bf6671a57fa2574e65,fold,1,Q3,Balanced,183786.1344,59.0,139.0,"[""dense_3""]",0.9421619373648217,15.489711031931988,28723.13826542107,53871.06042533525,55886.115851136376,18273.34417252322,10109.80036337227,-52.43446125516612,0.45918367346938777,20.0,14.0,
50,seed_50,A_all_21,40b42e284f01a5eeb6ec565897cb8c11457212b8abe1ee44c9946fb62c40a791,acdff9f7fc5bca71331b585d4aa02c27d84655a7488d09bf6671a57fa2574e65,fold,1,Q3,Aggressive,183786.1344,59.0,16.0,[],0.616664536766306,16.68194725937179,73945.97157831452,159012.68810483487,189672.80158653678,27795.060917006547,9107.90997725667,-16907.4233990073,0.5102040816326531,20.0,14.0,
50,seed_50,A_all_21,40b42e284f01a5eeb6ec565897cb8c11457212b8abe1ee44c9946fb62c40a791,acdff9f7fc5bca71331b585d4aa02c27d84655a7488d09bf6671a57fa2574e65,fold,1,Q3+IQR/2,Conservative,234223.93278000003,131.0,200.0,"[""dense_3"", ""dense_4""]",0.913660858446664,15.094265128454264,35093.67770878253,69584.81318607891,82596.87406069691,17962.543384747903,8542.293628833533,-7467.332288196624,0.5204081632653061,20.0,14.0,
