seed,split_id,feature_set,train_index_hash,test_index_hash,cutoff_rule,training_derived_cutoff_value,selected_hyperparameters,cv_f1,classifier_precision,classifier_recall,classifier_f1,train_low_count,train_high_count,test_true_low_count,test_true_high_count,test_predicted_low_count,test_predicted_high_count,elapsed_seconds
42,seed_42,A_all_21,ec2c5a575a0b1ee4de75df97ea8ba831680db19b0e9a19408adfd21c224436b7,b8d3dc52f3d64eaa2c6def794ef4b4b617249cc20aef64b0716876562347b736,Mean,154018.6739051335,"{""C"": 1, ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.6356396217023395,0.8888888888888888,0.5,0.64,178,115,78,48,99,27,0.019575299999814888
42,seed_42,A_all_21,ec2c5a575a0b1ee4de75df97ea8ba831680db19b0e9a19408adfd21c224436b7,b8d3dc52f3d64eaa2c6def794ef4b4b617249cc20aef64b0716876562347b736,Q3,190358.76024,"{""C"": 1, ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.22448979591836735,0.75,0.125,0.21428571428571427,219,74,102,24,122,4,0.0166932000001907
42,seed_42,A_all_21,ec2c5a575a0b1ee4de75df97ea8ba831680db19b0e9a19408adfd21c224436b7,b8d3dc52f3d64eaa2c6def794ef4b4b617249cc20aef64b0716876562347b736,Q3+IQR/2,242028.252,"{""C"": 1, ""gamma"": ""auto"", ""kernel"": ""rbf""}",0.12,0.0,0.0,0.0,249,44,112,14,126,0,0.01695369999970353
