seed,split_id,feature_set,train_index_hash,test_index_hash,model_family,model,cutoff_rule,training_derived_cutoff_value,transfer_strategy,selected_hyperparameters,frozen_layers,learning_rate,training_epochs,run_status,elapsed_seconds,r2,mape_pct,rmse,rmse_q3,rmse_q3_iqr2,mae,median_ae,mean_error,underestimation_rate,n_rmse_q3,n_rmse_q3_iqr2,classifier_precision,classifier_recall,classifier_f1,train_low_count,train_high_count,test_true_low_count,test_true_high_count,test_predicted_low_count,test_predicted_high_count
45,seed_45,B_no_component_costs,8c248bccf6046cb28dc3e4cc090c1fc5112a90eeed204b1e716582c31ddb979d,e4301a9888bf200397af19614edf982f23e0cbd8f7352817d893e63912eb0be0,single,CatBoost,,,,"{""depth"": 4, ""iterations"": 300, ""learning_rate"": 0.1}",[],,{},complete,36.8302891000003,0.7649813731178052,21.46460105879218,62454.90424098767,101242.62435115036,129000.22524501539,29668.38480541937,12595.95965364814,-11405.32882782754,0.48412698412698413,43,26,,,,,,,,,
45,seed_45,B_no_component_costs,8c248bccf6046cb28dc3e4cc090c1fc5112a90eeed204b1e716582c31ddb979d,e4301a9888bf200397af19614edf982f23e0cbd8f7352817d893e63912eb0be0,single,XGBoost,,,,"{""learning_rate"": 0.03, ""max_depth"": 5, ""n_estimators"": 300}",[],,{},complete,7.079339199999595,0.8018491824468249,24.457125777651804,57347.34797977888,90067.92836022051,114045.89807052365,29569.1855582639,15171.36191437501,-8081.365465000008,0.49206349206349204,43,26,,,,,,,,,
45,seed_45,B_no_component_costs,8c248bccf6046cb28dc3e4cc090c1fc5112a90eeed204b1e716582c31ddb979d,e4301a9888bf200397af19614edf982f23e0cbd8f7352817d893e63912eb0be0,single,Monotonic GBM,,,,"{""learning_rate"": 0.03, ""max_depth"": 3, ""n_estimators"": 300}",[],,{},complete,1.9381464999996751,0.6634243693638538,22.22889902580291,74740.62731194575,123232.41297595447,156675.48651970777,31838.520338693823,14305.822780364717,-13255.58794774484,0.5396825396825397,43,26,,,,,,,,,
45,seed_45,B_no_component_costs,8c248bccf6046cb28dc3e4cc090c1fc5112a90eeed204b1e716582c31ddb979d,e4301a9888bf200397af19614edf982f23e0cbd8f7352817d893e63912eb0be0,single,ANN,,,,"{""activation"": ""relu"", ""batch_size"": 32, ""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.001}",[],0.001,"{""final_iterations"": 257}",complete,26.61919619999935,0.8443777444722386,20.611278039578156,50821.942126511625,82593.95524494119,103749.55031069247,27479.630136743,14947.084160674043,-8356.281243580477,0.5158730158730159,43,26,,,,,,,,,
45,seed_45,B_no_component_costs,8c248bccf6046cb28dc3e4cc090c1fc5112a90eeed204b1e716582c31ddb979d,e4301a9888bf200397af19614edf982f23e0cbd8f7352817d893e63912eb0be0,two_stage_no_tl,"Two-stage, no transfer",Mean,140511.27038840996,,"{""ann"": {""activation"": ""relu"", ""batch_size"": 32, ""layers"": [128, 64], ""lr"": 0.001}, ""svm"": {""C"": 50, ""gamma"": ""auto"", ""kernel"": ""linear""}}",[],0.001,"{""high"": 199, ""low"": 28}",complete,43.623247900000024,0.8402991486115642,22.70448177813189,51483.61337750942,84384.03521896519,104642.00141562687,30819.518320175128,17999.64893011908,-12449.557131493095,0.5714285714285714,43,26,0.9365079365079365,0.8939393939393939,0.9147286821705426,162.0,131.0,60.0,66.0,63.0,63.0
45,seed_45,B_no_component_costs,8c248bccf6046cb28dc3e4cc090c1fc5112a90eeed204b1e716582c31ddb979d,e4301a9888bf200397af19614edf982f23e0cbd8f7352817d893e63912eb0be0,two_stage_tl_exploratory,"Two-stage, transfer",Mean,140511.27038840996,Conservative,"{""ann"": {""activation"": ""relu"", ""batch_size"": 32, ""layers"": [128, 64], ""lr"": 0.001}, ""strategy"": {""lr"": 0.001, ""trainable_hidden"": 0}, ""svm"": {""C"": 50, ""gamma"": ""auto"", ""kernel"": ""linear""}}","[""dense_3"", ""dense_4""]",0.001,"{""high"": 164, ""low"": 28}",complete,30.50261750000027,0.6484052188225148,24.198217585637245,76390.01839213698,126355.40396055627,160174.36589265845,36217.7777705704,20793.88231967677,-13410.764809975843,0.47619047619047616,43,26,0.9365079365079365,0.8939393939393939,0.9147286821705426,162.0,131.0,60.0,66.0,63.0,63.0
45,seed_45,B_no_component_costs,8c248bccf6046cb28dc3e4cc090c1fc5112a90eeed204b1e716582c31ddb979d,e4301a9888bf200397af19614edf982f23e0cbd8f7352817d893e63912eb0be0,two_stage_tl_exploratory,"Two-stage, transfer",Mean,140511.27038840996,Balanced,"{""ann"": {""activation"": ""relu"", ""batch_size"": 32, ""layers"": [128, 64], ""lr"": 0.001}, ""strategy"": {""lr"": 0.01, ""trainable_hidden"": 1}, ""svm"": {""C"": 50, ""gamma"": ""auto"", ""kernel"": ""linear""}}","[""dense_3""]",0.01,"{""high"": 103, ""low"": 28}",complete,21.967645800000355,0.9026126713771502,21.428551411371693,40203.75623567034,63603.54077517453,78415.50894065123,25568.673566086254,16393.09118187902,-3057.840208320214,0.5,43,26,0.9365079365079365,0.8939393939393939,0.9147286821705426,162.0,131.0,60.0,66.0,63.0,63.0
45,seed_45,B_no_component_costs,8c248bccf6046cb28dc3e4cc090c1fc5112a90eeed204b1e716582c31ddb979d,e4301a9888bf200397af19614edf982f23e0cbd8f7352817d893e63912eb0be0,two_stage_tl_exploratory,"Two-stage, transfer",Mean,140511.27038840996,Aggressive,"{""ann"": {""activation"": ""relu"", ""batch_size"": 32, ""layers"": [128, 64], ""lr"": 0.001}, ""strategy"": {""lr"": 0.05, ""trainable_hidden"": ""all""}, ""svm"": {""C"": 50, ""gamma"": ""auto"", ""kernel"": ""linear""}}",[],0.05,"{""high"": 7, ""low"": 28}",complete,6.178916200000458,0.6521936828288554,27.631403738217614,75977.34923591158,121463.24785702646,152063.32923105886,41045.08994604182,23658.625700209464,-4458.474640116833,0.3968253968253968,43,26,0.9365079365079365,0.8939393939393939,0.9147286821705426,162.0,131.0,60.0,66.0,63.0,63.0
45,seed_45,B_no_component_costs,8c248bccf6046cb28dc3e4cc090c1fc5112a90eeed204b1e716582c31ddb979d,e4301a9888bf200397af19614edf982f23e0cbd8f7352817d893e63912eb0be0,two_stage_no_tl,"Two-stage, no transfer",Q3,171813.564,,"{""ann"": {""activation"": ""relu"", ""batch_size"": 32, ""layers"": [128, 64], ""lr"": 0.001}, ""svm"": {""C"": 10, ""gamma"": ""auto"", ""kernel"": ""rbf""}}",[],0.001,"{""high"": 200, ""low"": 19}",complete,46.203978200000165,0.8088081785184889,27.290190135491137,56331.33709901318,91705.24433420488,113255.91298597652,34018.92102769688,19250.324531462713,-13500.96020307725,0.6428571428571429,43,26,0.9393939393939394,0.7209302325581395,0.8157894736842105,219.0,74.0,83.0,43.0,93.0,33.0
45,seed_45,B_no_component_costs,8c248bccf6046cb28dc3e4cc090c1fc5112a90eeed204b1e716582c31ddb979d,e4301a9888bf200397af19614edf982f23e0cbd8f7352817d893e63912eb0be0,two_stage_tl_exploratory,"Two-stage, transfer",Q3,171813.564,Conservative,"{""ann"": {""activation"": ""relu"", ""batch_size"": 32, ""layers"": [128, 64], ""lr"": 0.001}, ""strategy"": {""lr"": 0.001, ""trainable_hidden"": 0}, ""svm"": {""C"": 10, ""gamma"": ""auto"", ""kernel"": ""rbf""}}","[""dense_3"", ""dense_4""]",0.001,"{""high"": 200, ""low"": 19}",complete,36.71967390000009,0.7160943714665726,27.05556755507287,68643.97206081677,113597.56985178459,140758.62161457012,34820.56621305764,18515.26079138003,-16260.000476496403,0.5873015873015873,43,26,0.9393939393939394,0.7209302325581395,0.8157894736842105,219.0,74.0,83.0,43.0,93.0,33.0
