seed,split_id,feature_set,train_index_hash,test_index_hash,model_family,model,cutoff_rule,training_derived_cutoff_value,transfer_strategy,selected_hyperparameters,frozen_layers,learning_rate,training_epochs,run_status,elapsed_seconds,r2,mape_pct,rmse,rmse_q3,rmse_q3_iqr2,mae,median_ae,mean_error,underestimation_rate,n_rmse_q3,n_rmse_q3_iqr2,classifier_precision,classifier_recall,classifier_f1,train_low_count,train_high_count,test_true_low_count,test_true_high_count,test_predicted_low_count,test_predicted_high_count
47,seed_47,A_all_21,3f0134afbd7c57daa14c50b802030b63752f729f44855ec6e684d9349c761e88,e0aab9c21368a8ad6eb1b90ec32048d4b3928446fd906ea45d89df1ad5a2dee7,single,CatBoost,,,,"{""depth"": 4, ""iterations"": 600, ""learning_rate"": 0.03}",[],,{},complete,44.43413680000003,0.9344644840240107,16.778778136734132,25158.758951610325,42616.11187182016,48241.2258815013,16169.459267424541,8124.535535003641,-387.69555385664995,0.48412698412698413,28,20,,,,,,,,,
47,seed_47,A_all_21,3f0134afbd7c57daa14c50b802030b63752f729f44855ec6e684d9349c761e88,e0aab9c21368a8ad6eb1b90ec32048d4b3928446fd906ea45d89df1ad5a2dee7,single,XGBoost,,,,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 600}",[],,{},complete,8.061373400000775,0.8838110599223646,18.919940123667374,33499.10835204408,62609.69596638975,70375.6610569344,19540.990658675142,10381.983588750008,-707.2086124657428,0.4444444444444444,28,20,,,,,,,,,
47,seed_47,A_all_21,3f0134afbd7c57daa14c50b802030b63752f729f44855ec6e684d9349c761e88,e0aab9c21368a8ad6eb1b90ec32048d4b3928446fd906ea45d89df1ad5a2dee7,single,Monotonic GBM,,,,"{""learning_rate"": 0.03, ""max_depth"": 7, ""n_estimators"": 300}",[],,{},complete,1.9715149000003294,0.8190463859460851,23.163435629013495,41805.60215684599,63639.59374564458,70188.17727260597,24294.150499338237,12939.221957997579,6447.58954833872,0.4603174603174603,28,20,,,,,,,,,
47,seed_47,A_all_21,3f0134afbd7c57daa14c50b802030b63752f729f44855ec6e684d9349c761e88,e0aab9c21368a8ad6eb1b90ec32048d4b3928446fd906ea45d89df1ad5a2dee7,single,ANN,,,,"{""activation"": ""relu"", ""batch_size"": 32, ""hidden_layer_sizes"": [128], ""learning_rate_init"": 0.01}",[],0.01,"{""final_iterations"": 65}",complete,23.943461700000626,0.9582979125174875,12.106175119431303,20069.18563487483,34381.63493165802,40023.99953669512,13435.107165439236,8398.282308376969,-6101.984992379345,0.6666666666666666,28,20,,,,,,,,,
47,seed_47,A_all_21,3f0134afbd7c57daa14c50b802030b63752f729f44855ec6e684d9349c761e88,e0aab9c21368a8ad6eb1b90ec32048d4b3928446fd906ea45d89df1ad5a2dee7,two_stage_no_tl,"Two-stage, no transfer",Mean,149455.57376518776,,"{""ann"": {""activation"": ""relu"", ""batch_size"": 32, ""layers"": [128, 64], ""lr"": 0.001}, ""svm"": {""C"": 100, ""gamma"": ""auto"", ""kernel"": ""linear""}}",[],0.001,"{""high"": 104, ""low"": 196}",complete,54.94345450000037,0.954909101272597,14.463852612757808,20868.695314323417,33707.18465183841,39093.790104597036,13598.227458268093,7936.097707838322,-2110.462852556019,0.5317460317460317,28,20,0.8727272727272727,0.96,0.9142857142857143,167.0,126.0,76.0,50.0,71.0,55.0
47,seed_47,A_all_21,3f0134afbd7c57daa14c50b802030b63752f729f44855ec6e684d9349c761e88,e0aab9c21368a8ad6eb1b90ec32048d4b3928446fd906ea45d89df1ad5a2dee7,two_stage_tl_exploratory,"Two-stage, transfer",Mean,149455.57376518776,Conservative,"{""ann"": {""activation"": ""relu"", ""batch_size"": 32, ""layers"": [128, 64], ""lr"": 0.001}, ""strategy"": {""lr"": 0.001, ""trainable_hidden"": 0}, ""svm"": {""C"": 100, ""gamma"": ""auto"", ""kernel"": ""linear""}}","[""dense_3"", ""dense_4""]",0.001,"{""high"": 200, ""low"": 196}",complete,32.55660040000021,0.9109499792846104,16.871512348381856,29327.015249367916,46632.34925554651,51879.36953018825,18159.48634101762,9189.899831077695,961.4541462497714,0.47619047619047616,28,20,0.8727272727272727,0.96,0.9142857142857143,167.0,126.0,76.0,50.0,71.0,55.0
47,seed_47,A_all_21,3f0134afbd7c57daa14c50b802030b63752f729f44855ec6e684d9349c761e88,e0aab9c21368a8ad6eb1b90ec32048d4b3928446fd906ea45d89df1ad5a2dee7,two_stage_tl_exploratory,"Two-stage, transfer",Mean,149455.57376518776,Balanced,"{""ann"": {""activation"": ""relu"", ""batch_size"": 32, ""layers"": [128, 64], ""lr"": 0.001}, ""strategy"": {""lr"": 0.01, ""trainable_hidden"": 1}, ""svm"": {""C"": 100, ""gamma"": ""auto"", ""kernel"": ""linear""}}","[""dense_3""]",0.01,"{""high"": 9, ""low"": 196}",complete,5.497554000000491,0.9500022621603273,15.05124547292495,21974.855607828857,32801.09671972666,37423.6281426618,14585.425241982983,8212.804311607455,-1033.219493625322,0.5396825396825397,28,20,0.8727272727272727,0.96,0.9142857142857143,167.0,126.0,76.0,50.0,71.0,55.0
47,seed_47,A_all_21,3f0134afbd7c57daa14c50b802030b63752f729f44855ec6e684d9349c761e88,e0aab9c21368a8ad6eb1b90ec32048d4b3928446fd906ea45d89df1ad5a2dee7,two_stage_tl_exploratory,"Two-stage, transfer",Mean,149455.57376518776,Aggressive,"{""ann"": {""activation"": ""relu"", ""batch_size"": 32, ""layers"": [128, 64], ""lr"": 0.001}, ""strategy"": {""lr"": 0.05, ""trainable_hidden"": ""all""}, ""svm"": {""C"": 100, ""gamma"": ""auto"", ""kernel"": ""linear""}}",[],0.05,"{""high"": 122, ""low"": 196}",complete,23.485822999999982,0.9341486818296658,15.905103244228405,25219.303547901924,43102.85001105284,47084.27246074972,16364.727971943106,9532.670862657767,3575.736648743755,0.4365079365079365,28,20,0.8727272727272727,0.96,0.9142857142857143,167.0,126.0,76.0,50.0,71.0,55.0
47,seed_47,A_all_21,3f0134afbd7c57daa14c50b802030b63752f729f44855ec6e684d9349c761e88,e0aab9c21368a8ad6eb1b90ec32048d4b3928446fd906ea45d89df1ad5a2dee7,two_stage_no_tl,"Two-stage, no transfer",Q3,186341.08104000002,,"{""ann"": {""activation"": ""relu"", ""batch_size"": 32, ""layers"": [128, 64], ""lr"": 0.001}, ""svm"": {""C"": 50, ""gamma"": ""auto"", ""kernel"": ""linear""}}",[],0.001,"{""high"": 200, ""low"": 50}",complete,44.928474399999686,0.8717292657550437,25.943660507029836,35197.7289817271,33838.9350170096,38007.74895422496,16374.296683064467,8245.446591816857,2164.7032331946707,0.4444444444444444,28,20,0.8387096774193549,0.9285714285714286,0.8813559322033898,219.0,74.0,98.0,28.0,95.0,31.0
47,seed_47,A_all_21,3f0134afbd7c57daa14c50b802030b63752f729f44855ec6e684d9349c761e88,e0aab9c21368a8ad6eb1b90ec32048d4b3928446fd906ea45d89df1ad5a2dee7,two_stage_tl_exploratory,"Two-stage, transfer",Q3,186341.08104000002,Conservative,"{""ann"": {""activation"": ""relu"", ""batch_size"": 32, ""layers"": [128, 64], ""lr"": 0.001}, ""strategy"": {""lr"": 0.001, ""trainable_hidden"": 0}, ""svm"": {""C"": 50, ""gamma"": ""auto"", ""kernel"": ""linear""}}","[""dense_3"", ""dense_4""]",0.001,"{""high"": 200, ""low"": 50}",complete,32.464045599999736,0.8789170603140418,17.783254491637813,34197.34035234774,62092.31263545807,66452.23017994952,19739.619522830817,9367.778970218133,1489.2128573585264,0.42857142857142855,28,20,0.8387096774193549,0.9285714285714286,0.8813559322033898,219.0,74.0,98.0,28.0,95.0,31.0
